quality,ID
0.150678,00961.stimsim
0.15048,00962.stimsim
0.150645,00963.stimsim
0.150612,00964.stimsim
0.15081,00965.stimsim
0.150579,00966.stimsim
0.15081,00967.stimsim
0.150183,00968.stimsim
0.150612,00969.stimsim
0.151008,00970.stimsim
0.15081,00971.stimsim
0.150381,00972.stimsim
0.150315,00973.stimsim
0.150612,00974.stimsim
0.150843,00975.stimsim
0.150744,00976.stimsim
0.150513,00977.stimsim
0.150513,00978.stimsim
0.150579,00979.stimsim
0.150216,00980.stimsim
0.150744,00981.stimsim
0.150579,00982.stimsim
0.150645,00983.stimsim
0.150249,00984.stimsim
0.150612,00985.stimsim
0.15081,00986.stimsim
0.15081,00987.stimsim
0.150612,00988.stimsim
0.150612,00989.stimsim
0.150711,00990.stimsim
0.150579,00991.stimsim
0.150546,00992.stimsim
0.150381,00993.stimsim
0.15081,00994.stimsim
0.150447,00995.stimsim
0.150513,00996.stimsim
0.150381,00997.stimsim
0.15081,00998.stimsim
0.150381,00999.stimsim
